-1.085631	0.997345	0.282978	-1.506295	-0.578600
1.651437	-2.426679	-0.428913	1.265936	-0.866740
-0.678886	-0.094709	1.491390	-0.638902	-0.443982
-0.434351	2.205930	2.186786	1.004054	0.386186
0.737369	1.490732	-0.935834	1.175829	-1.253881
-0.637752	0.907105	-1.428681	-0.140069	-0.861755
-0.255619	-2.798589	-1.771533	-0.699877	0.927462
-0.173636	0.002846	0.688223	-0.879536	0.283627
-0.805367	-1.727669	-0.390900	0.573806	0.338589
-0.011830	2.392365	0.412912	0.978736	2.238143
-1.294085	-1.038788	1.743712	-0.798063	0.029683
1.069316	0.890706	1.754886	1.495644	1.069393
-0.772709	0.794863	0.314272	-1.326265	1.417299
0.807237	0.045490	-0.233092	-1.198301	0.199524
0.468439	-0.831155	1.162204	-1.097203	-2.123100
1.039727	-0.403366	-0.126030	-0.837517	-1.605963
1.255237	-0.688869	1.660952	0.807308	-0.314758
-1.085902	-0.732462	-1.212523	2.087113	0.164441
1.150206	-1.267352	0.181035	1.177862	-0.335011
1.031114	-1.084568	-1.363472	0.379401	-0.379176
0.642055	-1.977888	0.712265	2.598304	-0.024626
0.034142	0.179549	-1.861976	0.426147	-1.605410
-0.427680	1.242870	-0.735217	0.501249	1.012739
0.278741	-1.370948	-0.332475	1.959411	-2.025046
-0.275786	-0.552108	0.120747	0.748216	1.608691
-0.270232	0.812341	0.499740	0.474347	-0.563924
-0.997321	-1.100043	-0.756437	0.321687	0.760949
0.323469	-0.548955	1.805970	1.518866	-0.354000
-0.823431	0.130215	1.267299	0.332765	0.556549
-0.212080	0.456271	1.544544	-0.239669	0.143308
0.253816	0.283725	-1.411889	-1.876869	-1.019655
0.167942	0.553856	-0.530675	1.377257	-0.143176
0.020316	-0.193964	0.134027	0.704474	0.665653
-0.898423	1.523664	-1.095026	0.079227	-0.274397
-1.048992	-0.075121	-0.740814	0.072907	0.403086
1.471929	0.307384	-0.611225	-0.391620	0.139978
0.093461	1.459589	1.395353	-0.358936	-0.548642
-2.557055	-0.548920	-0.978058	-0.354824	0.391584
0.177192	-0.029968	0.199582	-0.126118	0.197019
-3.231055	-0.269293	-0.110851	-0.341262	-0.217946
0.703310	-0.598105	2.200702	0.688297	-0.006307
-0.206662	-0.086522	-0.915307	-0.095203	0.278684
0.579542	0.579690	-0.274878	-1.416082	-0.669103
1.612193	0.896058	0.369620	-0.761294	0.003645
-1.255669	-0.551937	-0.245203	-0.361640	0.956602
-1.418726	-0.865432	-1.374688	-1.237353	0.124056
-1.600441	0.753869	-0.246816	0.068788	0.322577
-0.434167	1.032480	-0.194343	0.594070	-0.199112
0.290874	0.279663	0.249970	-0.974308	0.435876
-0.318957	0.630488	-2.152493	-1.465116	0.363446
1.862928	0.835059	-0.682451	-1.692052	0.742686
-0.080583	0.590704	0.115299	0.029643	2.958625
-0.006130	-0.159245	-0.121449	-0.583537	0.990133
-0.353754	0.635943	0.284603	1.218986	0.420180
-1.213385	-1.326488	1.408369	-0.608711	-1.320603
-0.669619	1.264625	-1.420213	-0.866495	-0.666808
-1.251190	-1.184327	-1.518108	-0.461187	-0.354909
-0.682538	-1.653698	1.253336	-1.329079	0.278034
-1.074767	0.668317	0.955832	-0.877614	-1.923716
0.695787	1.875801	0.415695	0.160544	0.819761
0.765055	-0.828989	-0.659151	0.611124	-0.144013
1.316606	-0.704342	0.750610	0.342638	-0.126438
1.175911	0.680072	-1.004967	0.640219	1.374991
-0.130445	-0.248656	-0.669647	-0.013604	0.686201
-0.817668	-1.346358	-0.375750	-1.379725	0.523218
-0.426690	-1.755402	-0.348608	-0.192615	0.449136
-0.145364	1.868726	-0.518704	-0.062399	-0.102911
-0.282628	0.142426	0.541231	1.340099	-1.569256
-0.510343	-0.447771	0.937850	-0.356663	-1.895176
0.087730	-0.033689	0.179752	-1.040163	1.719035
-0.323860	-0.188297	-0.900009	-0.931002	-1.222737
-0.393311	-0.957582	2.056467	-1.888492	-1.128331
-0.401414	0.673491	-0.413757	0.675963	-0.986804
0.059291	1.744041	-0.967744	0.419568	0.206928
-2.251535	-0.588971	1.131152	0.135078	-1.212269
0.690777	-0.479123	0.360051	0.376920	-1.118696
0.789828	-1.007509	-1.305786	-0.882829	-0.346090
0.109403	-0.772584	0.744819	0.251464	-0.694798
0.888993	1.161068	-0.098685	-0.214983	-1.773771
-0.407513	-0.291507	0.245379	-0.168426	0.244027
1.534090	-0.529914	-0.490972	-1.309165	-0.008660
0.976813	-1.751070	-0.665857	0.035941	0.850103
0.382870	0.325464	-0.224313	0.481874	1.014304
-1.708992	0.728535	-0.098760	-0.529989	-2.443076
-1.380351	1.698059	-0.688549	-1.084769	-0.456426
-0.745147	0.124359	1.516974	-0.586616	0.154290
-1.147237	1.520166	0.189043	-1.081819	0.904306
1.199988	0.161456	-1.639397	1.785169	0.310123
1.170454	-0.550893	-0.398624	0.110453	1.113402
0.142990	-1.256834	0.261989	1.629534	0.065806
0.129386	-1.262544	-1.402989	-0.637692	-0.326518
0.104061	0.165957	1.601908	0.058687	1.064423
-0.039329	1.448904	-1.870397	-0.598732	0.983033
-0.171596	0.931530	0.385066	0.945877	0.613068
0.673649	1.492455	0.986474	0.993807	0.020419
-0.581850	-0.659560	0.750945	-2.438461	-1.307178
-0.963254	-0.247621	-2.631438	1.258721	0.600175
1.984582	1.062214	1.030379	2.250676	-0.570958
-1.503458	-0.232357	-0.824992	-0.256845	-1.050219
0.567880	0.512983	-0.026923	0.311582	-0.142051
